Código,Descripción,Referencia,Ud Medida,Grupo,Udad de Negocio,Proveedor,Ult Precio,Ult Costo,Precio Elite,Precio publico,%IVA,Margen,Codigo de barra,Diseño,Sub-Grupo,LINEA,UNIDAD REFERENCIADA,PRINCIPIO ACTIVO,categoria padre-hijo,descripcion (Notas Internas),nuevo iva,Unidad de Costo,Unidad de Medida,Nueva referencia producto,referencia producto - primera vez,referencia producto - segunda vez
31VICAG08P1238,AMPROGAN * 25 GR,1238,UNIDAD,ANTIPARASITARIOS,GANADERIA,VICAR FARMACEUTICA S.A.,7744.04878,6350.12,,,0,18,7707264574010,GRAMOS,ANTIPARASITARIO,GANADERIA,POLVO * 25GR,AMPROLIO,ANTIPARASITARIOS / ANTIPARASITARIO,GRAMOS // POLVO * 25GR,sin iva,Unidades,Unidades,1238,1238,1238
15ICOFG08P2043,AMPROMAX ORAL * 1000 ML,2043,UNIDAD,ANTIPARASITARIOS,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG08P2043,LITROS,ANTIPARASITARIO,GANADERIA,SUSPENSIÓN * LITRO,AMPROLIO- SULFAQUINOXALINA ,ANTIPARASITARIOS / ANTIPARASITARIO,LITROS // SUSPENSIÓN * LITRO,sin iva,Unidades,Unidades,2043,2043,2043
15ICOFG08P2044,AMPROMAX SOB. * 20 GR,2044,UNIDAD,ANTIPARASITARIOS,GANADERIA,ICOFARMA S.A,7546.25,6037,,,0,20,7707175801281,GRAMOS,ANTIPARASITARIO,GANADERIA,POLVO * 20GR,AMPROLIO - SULFAQUINOXALINA,ANTIPARASITARIOS / ANTIPARASITARIO,GRAMOS // POLVO * 20GR,sin iva,Unidades,Unidades,2044,2044,2044
31VICAG29P1239,ANAPLASMOL AMP * 10 ML,1239,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VICAR FARMACEUTICA S.A.,0,0,,,0,18,31VICAG29P1239,MILILITROS,HEMOPARASITICIDA,GANADERIA,INYECTABLE * 10ML,CACODILATO- ACIDO CITRICO- ESTRICNINA,VITAMINAS Y MINERALES / HEMOPARASITICIDA,MILILITROS // INYECTABLE * 10ML,sin iva,Unidades,Unidades,1239,1239,1239
22SERVG04P1088,ANFLAGEC POTE * 100 GR,1088,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.23,1,,,0,19,7707007402327,GRAMOS,ANTIFLOGISTICO,GANADERIA,POMADA * 100GR,MENTOL- ALCANFOR- GUAYACOL- TREMENTINA- SALICILATO,ANTIINFLAMATORIOS-ANALGESICOS / ANTIFLOGISTICO,GRAMOS // POMADA * 100GR,sin iva,Unidades,Unidades,1088,1088,1088
22SERVG04P1089,ANFLAGEC POTE * 250 GR,1089,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007402310,GRAMOS,ANTIFLOGISTICO,GANADERIA,POMADA * 250GR,MENTOL- ALCANFOR- GUAYACOL- TREMENTINA- SALICILATO,ANTIINFLAMATORIOS-ANALGESICOS / ANTIFLOGISTICO,GRAMOS // POMADA * 250GR,sin iva,Unidades,Unidades,1089,1089,1089
16INVEG183997,ANXOCARE * 100 ML,3997,UNIDAD,HOMEOPATICOS,MASCOTAS,INVET SA,55532,45370,,,0,18.3,16INVEG183997,UNIDAD,HOMEOPATICO,MASCOTAS,100ML,NO APLICA,HOMEOPATICOS / HOMEOPATICO,UNIDAD // 100ML,sin iva,Unidades,Unidades,3997,3997,3997
16INVEG284029,ASCORVEX * 20 ML,4029,UNIDAD,VITAMINAS,GANADERIA,INVET SA,20173,16481,,,0,18.3,16INVE6284029,UNIDAD,,GANADERIA,INYECTABLE  * 20ML,NO APLICA,sin valor,UNIDAD // INYECTABLE  * 20ML,sin iva,Unidades,Unidades,4029,4029,4029
49PROQG16P2975,ATROPINA DE SULFATO FRASCO * 10ML,2975,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,PROQUIVET SAS,8515,5850,,,0,23.3,49PROQG16P2975,,ANESTESICOS,MASCOTAS,,NO APLICA,ESPECIALIDADES MEDICAS / ANESTESICOS, // ,sin iva,Unidades,Unidades,2975,2975,2975
49PROQG16P2969,ATROPINA SULFATO FRASCO 50ML,2969,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,PROQUIVET SAS,26492,18200,,,0,23.3,49PROQG16P2969,,HEPATOPROTECTOR,MASCOTAS,,NO APLICA,ESPECIALIDADES MEDICAS / HEPATOPROTECTOR, // ,sin iva,Unidades,Unidades,2969,2969,2969
15ICOFG08P2045,BANAMAX * 20 ML,2045,UNIDAD,ANTIPARASITARIOS,GANADERIA,ICOFARMA S.A,11665,9332,,,0,20,7707175801311,GRAMOS,ANTIPARASITARIO,GANADERIA,FRASCO * 20GR,CIPERMETRINA 15%- BUTOXIDO DE PIPERONILO 15%,ANTIPARASITARIOS / ANTIPARASITARIO,GRAMOS // FRASCO * 20GR,sin iva,Unidades,Unidades,2045,2045,2045
15ICOFG08P2046,BANAMAX * 500 ML,2046,UNIDAD,ANTIPARASITARIOS,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG08P2046,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 500ML,CIPERMETRINA 15%- BUTOXIDO DE PIPERONILO 15%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 500ML,sin iva,Unidades,Unidades,2046,2046,2046
15ICOFG08P2047,BANAMAX * LITRO,2047,UNIDAD,ANTIPARASITARIOS,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG08P2047,LITROS,ANTIPARASITARIO,GANADERIA,FRASCO * LITRO,CIPERMETRINA 15%- BUTOXIDO DE PIPERONILO 15%,ANTIPARASITARIOS / ANTIPARASITARIO,LITROS // FRASCO * LITRO,sin iva,Unidades,Unidades,2047,2047,2047
37INSMG20P2732,BANDEJA PRUEBA MASTITIS  INSMEVET,2732,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2732,UNIDAD,INSUMO,INSUMOS,UNIDAD,NO APLICA,INSUMOS MEDICOS / INSUMO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2732,2732,2732
15ICOFG13P2048,BANO SECO SPLEND * 100 GR,2048,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,ICOFARMA S.A,22226.25,17781,,,0,20,15ICOFG13P2048,GRAMOS,LINEA DE ASEO,MASCOTAS,100 GR,PERMETRINA- IRGASAN- BUTOXIDO DE PIPERONILO,CUIDADO DE MASCOTAS / LINEA DE ASEO,GRAMOS // 100 GR,sin iva,Unidades,Unidades,2048,2048,2048
13CALIG08P2562,BAÑOL 20.8% * 1000 ML,2562,UNIDAD,ANTIPARASITARIOS,GANADERIA,COMPAÑIA CALIFORNIA,108250.918,88441,,,0,18.3,7707115316967,LITROS,ANTIPARASITARIO,GANADERIA,FRASCO * LITRO,"AMITRAZ 20,8%",ANTIPARASITARIOS / ANTIPARASITARIO,LITROS // FRASCO * LITRO,sin iva,Unidades,Unidades,2562,2562,2562
13CALIG08P2561,BAÑOL 20.8% * 120 ML,2561,UNIDAD,ANTIPARASITARIOS,GANADERIA,COMPAÑIA CALIFORNIA,19998.77601,16339,,,0,18.3,7707115316943,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 120ML,NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 120ML,sin iva,Unidades,Unidades,2561,2561,2561
13CALIG08P2563,BAÑOL 20.8% * 20 ML,2563,UNIDAD,ANTIPARASITARIOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,77011532119780,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 20ML,"AMITRAZ 20,8%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 20ML,sin iva,Unidades,Unidades,2563,2563,2563
13CALIG08P2564,BAÑOL 20.8% * 500 ML,2564,UNIDAD,ANTIPARASITARIOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,7707115316950,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 500ML,"AMITRAZ 20,8%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 500ML,sin iva,Unidades,Unidades,2564,2564,2564
13CALIG08P2565,BAÑOL EC 12.5% * 33 ML,2565,UNIDAD,ANTIPARASITARIOS,MASCOTAS,COMPAÑIA CALIFORNIA,6995.104039,5715,,,0,18.3,7707115301222,MILILITROS,ANTIPARASITARIO,MASCOTAS,FRASCO * 33ML,NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 33ML,sin iva,Unidades,Unidades,2565,2565,2565
14HEELG18P1917,BELLADONNA HOMACCORD CJA * 5 AMP,1917,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1917,AMPOLLA,HOMEOPATICO,HUMANOS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS,sin iva,Unidades,Unidades,1917,1917,1917
36BIOSG07P0007,BENZAGAN FCO * 12000.000 UI,7,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0007,,ANTIBIOTICO,GANADERIA,,PENICILINA BENZATINICA-PROCAINICA- POTASICA,ANTIMICROBIANOS / ANTIBIOTICO, // ,sin iva,Unidades,Unidades,7,7,7
36BIOSG07P0008,BENZAGAN FCO * 1500.000 UI,8,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,15864.97468,12533.33,,,0,21,36BIOSG07P0008,UNIDAD,ANTIBIOTICO,GANADERIA,,PENICILINA BENZATINICA-PROCAINICA- POTASICA,ANTIMICROBIANOS / ANTIBIOTICO,UNIDAD // ,sin iva,Unidades,Unidades,8,8,8
36BIOSG07P0009,BENZAGAN FCO * 20000.000 UI,9,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0009,UNIDAD,ANTIBIOTICO,GANADERIA,,PENICILINA BENZATINICA-PROCAINICA- POTASICA,ANTIMICROBIANOS / ANTIBIOTICO,UNIDAD // ,sin iva,Unidades,Unidades,9,9,9
36BIOSG07P0010,BENZAGAN FCO * 3000.000 UI,10,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,21265.82278,16800,,,0,21,7707327440030,UNIDAD,ANTIBIOTICO,GANADERIA,,PENICILINA BENZATINICA-PROCAINICA- POTASICA,ANTIMICROBIANOS / ANTIBIOTICO,UNIDAD // ,sin iva,Unidades,Unidades,10,10,10
36BIOSG07P0011,BENZAGAN FCO * 6000.000 UI,11,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,29367.08861,23200,,,0,21,7707327440047,UNIDAD,ANTIBIOTICO,GANADERIA,,PENICILINA BENZATINICA-PROCAINICA- POTASICA,ANTIMICROBIANOS / ANTIBIOTICO,UNIDAD // ,sin iva,Unidades,Unidades,11,11,11
36BIOSG07P0012,BENZAGAN FCO * 9000.000 UI,12,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,35779.74684,28266,,,0,21,7707327440054,UNIDAD,ANTIBIOTICO,GANADERIA,,PENICILINA BENZATINICA-PROCAINICA- POTASICA,ANTIMICROBIANOS / ANTIBIOTICO,UNIDAD // ,sin iva,Unidades,Unidades,12,12,12
22SERVG07P1090,BENZAPROC 7500.000 UI * 50 ML,1090,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007400309,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 50ML,NO APLICA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,1090,1090,1090
34ZOETG19P2671,BENZOATO DE ESTRADIOL 1MG/ML * 100 ML (NO VENDER - NEGOCIO ZOETIS),2671,UNIDAD,HORMONALES,GANADERIA,ZOETIS COLOMBIA S.A.S,0,0,,,0,20,34ZOETG19P2671,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 100ML,BENZOATO DE ESTRADIOL 1MG/ML,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,2671,2671,2671
14HEELG18P1918,BERBEEL HOMA. GOTAS *30 ML,1918,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1918,MILILITROS,HOMEOPATICO,HUMANOS,SUSPENSIÓN * 30ML,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,MILILITROS // SUSPENSIÓN * 30ML,sin iva,Unidades,Unidades,1918,1918,1918
14HEELG18P1919,BERBEEL HOMA. VET CJA * 5 AMP,1919,UNIDAD,HOMEOPATICOS,MASCOTAS,HEEL COLOMBIA LTDA,0,0,,,0,20,14HEELG18P1919,AMPOLLA,HOMEOPATICO,MASCOTAS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS,sin iva,Unidades,Unidades,1919,1919,1919
33WEISSG04P2276,BETACORT * 20 ML,2276,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,WEISS PHARMA SAS,0,0,,,0,20,33WEISSG04P2276,MILILITROS,CORTICOIDES,GANADERIA,INYECTABLE * 20ML,BETAMETASONA,ANTIINFLAMATORIOS-ANALGESICOS / CORTICOIDES,MILILITROS // INYECTABLE * 20ML,sin iva,Unidades,Unidades,2276,2276,2276
33WEISSG04P2278,BETACORT * 50 ML,2278,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,WEISS PHARMA SAS,73718,57500,,,0,22,33WEISSG04P2278,MILILITROS,CORTICOIDES,GANADERIA,INYECTABLE * 50ML,BETAMETASONA,ANTIINFLAMATORIOS-ANALGESICOS / CORTICOIDES,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,2278,2278,2278
30VETLG04P2017,BIODIPIRONA * 100 ML,2017,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,VET LAT COLOMBIA S.A.S.,0,0,,,0,26.3,30VETLG04P2017,MILILITROS,AINES,GANADERIA,INYECTABLE * 100ML,DIPIRONA,ANTIINFLAMATORIOS-ANALGESICOS / AINES,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,2017,2017,2017
30VETLG04P2018,BIODIPIRONA * 20 ML,2018,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,VET LAT COLOMBIA S.A.S.,13047.48982,9616,,,0,26.3,30VETLG04P2018,MILILITROS,AINES,GANADERIA,INYECTABLE * 20ML,DIPIRONA,ANTIINFLAMATORIOS-ANALGESICOS / AINES,MILILITROS // INYECTABLE * 20ML,sin iva,Unidades,Unidades,2018,2018,2018
36BIOSG07P0013,BIOFLOX FCO * 100 TABS,13,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0013,TABLETA,ANTIBIOTICO,GANADERIA,TABLETAS,CIPROFLOXACINA ,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS,sin iva,Unidades,Unidades,13,13,13
36BIOSG07P0014,BIOFLOX FCO * 200 TABS,14,UNIDAD,ANTIMICROBIANOS,AVICULTURA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0014,TABLETA,ANTIBIOTICO,AVICULTURA,TABLETAS,CIPROFLOXACINA ,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS,sin iva,Unidades,Unidades,14,14,14
36BIOSG25P0015,BIOGAN * 10 ML,15,UNIDAD,PROMOTORES DE CRECIMIENTO,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG25P0015,MILILITRO,ANABOLICO,GANADERIA,TABLETAS,BOLDENONA 5%,PROMOTORES DE CRECIMIENTO / ANABOLICO,MILILITRO // TABLETAS,sin iva,Unidades,Unidades,15,15,15
36BIOSG16P0016,BIOGAN * 500 ML,16,UNIDAD,ESPECIALIDADES MEDICAS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG16P0016,MILILITRO,ANALEPTICO,GANADERIA,500 ML,BOLDENONA 5%,ESPECIALIDADES MEDICAS / ANALEPTICO,MILILITRO // 500 ML,sin iva,Unidades,Unidades,16,16,16
36BIOSG07P0017,BIOMASTIN LACTACION JGA * 10 ML,17,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,16708.86076,13200,,,0,21,36BIOSG07P0017,MILILITRO,ANTIBIOTICO,GANADERIA,,CLOXACILINA SODICA- AMPICILINA SODICA- BETAMETASONA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITRO // ,sin iva,Unidades,Unidades,17,17,17
36BIOSG07P0018,"BIOMASTIN SECADO CJA * 4 JGA * 4,5 ML",18,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,35780.58228,28266.66,,,0,21,7707327440306,CAJA,ANTIBIOTICO,GANADERIA,CAJA,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMICROBIANOS / ANTIBIOTICO,CAJA // CAJA,sin iva,Unidades,Unidades,18,18,18
36BIOSG08P0019,BIOMECTRINA 15% * 120 ML (CIPERMETRINA),19,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,18143.4557,14333.33,,,0,21,7707327440337,MILILITRO,ANTIPARASITARIO,GANADERIA,120 ML,CIPERMETRINA 15%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 120 ML,sin iva,Unidades,Unidades,19,19,19
36BIOSG0810020,BIOMECTRINA 15% * 20 ML (CIPERMETRINA),20,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,7172.99,5666.66,,,0,21,7707327440320,MILILITRO,ANTIPARASITARIO,GANADERIA,,CIPERMETRINA 15%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // ,sin iva,Unidades,Unidades,20,20,20
36BIOSG08P0021,BIOMECTRINA 15% * 500 ML (CIPERMETRINA),21,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG08P0021,MILILITRO,ANTIPARASITARIO,GANADERIA,500 ML,CIPERMETRINA 15%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 500 ML,sin iva,Unidades,Unidades,21,21,21
28VALLG27P1643,BIONUPET ARTICULACIONES * 30 TABS,1643,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,VALLECILLA B. Y VALLECILLA M. & CIA. S.C,0,0,,,5,20,28VALLG27P1643,TABLETA,SUPLEMENTOS ALMENTICIOS,MASCOTAS,TABLETAS * 30,AC HIALURONICO- ASTAXANTHIN- BIOVAFLEXTM- BOSWELLIA SERRATA,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS,TABLETA // TABLETAS * 30,IVA Ventas 5%,Unidades,Unidades,1643,1643,1643
28VALLG27P1644,BIONUPET CONTROL DE PESO PERROS * 30 TABS,1644,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,VALLECILLA B. Y VALLECILLA M. & CIA. S.C,0,0,,,5,20,28VALLG27P1644,TABLETA,SUPLEMENTOS ALMENTICIOS,MASCOTAS,TABLETAS * 30,L CARNITINA- TE VERDE- GARCINIA CAMBOGIA- CROMO,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS,TABLETA // TABLETAS * 30,IVA Ventas 5%,Unidades,Unidades,1644,1644,1644
28VALLG27P1645,BIONUPET DEFENSE PERROS * 30 TABS,1645,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,VALLECILLA B. Y VALLECILLA M. & CIA. S.C,0,0,,,5,20,28VALLG27P1645,TABLETA,SUPLEMENTOS ALMENTICIOS,MASCOTAS,TABLETAS * 30,COENZIMA Q10- ESPIRULINA- ASTAXANTHIN,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS,TABLETA // TABLETAS * 30,IVA Ventas 5%,Unidades,Unidades,1645,1645,1645
30VETLG07P2019,BIOQUIN S.I * 20 ML,2019,UNIDAD,ANTIMICROBIANOS,GANADERIA,VET LAT COLOMBIA S.A.S.,0,0,,,0,26.3,30VETLG07P2019,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 20ML,ENROFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 20ML,sin iva,Unidades,Unidades,2019,2019,2019
30VETLG07P2020,BIOQUIN S.I * 50 ML,2020,UNIDAD,ANTIMICROBIANOS,GANADERIA,VET LAT COLOMBIA S.A.S.,0,0,,,0,26.3,30VETLG07P2020,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 50ML,ENROFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,2020,2020,2020
16INVEG09P1867,BIOSAFE-GT * 20 LITROS,1867,UNIDAD,ANTISEPTICOS-DESINFECTANTES,GANADERIA,INVET SA,0,0,,,0,18.3,16INVEG09P1867,LITROS,ANTISEPTICO,GANADERIA,SOLUCION * 20 LITROS,GLUTARALDEHIDO- CLORURO DE DIDECYLMENTILAMONIO,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,LITROS // SOLUCION * 20 LITROS,sin iva,Unidades,Unidades,1867,1867,1867
16INVEG09P1868,BIOSAFE-GT * LITRO,1868,UNIDAD,ANTISEPTICOS-DESINFECTANTES,GANADERIA,INVET SA,97534,79685,,,0,18.3,16INVEG09P186,LITROS,ANTISEPTICO,GANADERIA,SOLUCION * 1 LITRO,GLUTARALDEHIDO- CLORURO DE DIDECYLMENTILAMONIO,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,LITROS // SOLUCION * 1 LITRO,sin iva,Unidades,Unidades,1868,1868,1868
49PROQG29P2970,BIOVIT 9 FRASCO 120ML,2970,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,PROQUIVET SAS,12300,8450,,,0,23.3,49PROQG16P2970,,,MASCOTAS,,NO APLICA,sin valor, // ,sin iva,Unidades,Unidades,2970,2970,2970
16INVEG16P1869,BISMOPET ORAL * 120 ML,1869,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,INVET SA,28360,23170,,,0,18.3,16INVEG16P186,MILILITROS,ANTIDIARREICO,MASCOTAS,SUSPENSIÓN * 120ML,SUBSALICILATO DE BISMUTO ,ESPECIALIDADES MEDICAS / ANTIDIARREICO,MILILITROS // SUSPENSIÓN * 120ML,sin iva,Unidades,Unidades,1869,1869,1869
16INVEG16P1870,BISMOPET ORAL * 240 ML,1870,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,INVET SA,39925,32619,,,0,18.3,16INVEG16P187,MILILITROS,ANTIDIARREICO,MASCOTAS,SUSPENSIÓN * 240ML,SUBSALICILATO DE BISMUTO ,ESPECIALIDADES MEDICAS / ANTIDIARREICO,MILILITROS // SUSPENSIÓN * 240ML,sin iva,Unidades,Unidades,1870,1870,1870
16INVEG16P1871,BISMOPET ORAL * LITRO,1871,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,INVET SA,0,0,,,0,18.3,16INVEG16P1871,LITROS,ANTIDIARREICO,MASCOTAS,SUSPENSIÓN * LITRO,SUBSALICILATO DE BISMUTO ,ESPECIALIDADES MEDICAS / ANTIDIARREICO,LITROS // SUSPENSIÓN * LITRO,sin iva,Unidades,Unidades,1871,1871,1871
15ICOFG16P2049,BISTOP * 120 ML,2049,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,ICOFARMA S.A,20832.5,16666,,,0,20,7707175803124,MILILITROS,ANTIDIARREICO,MASCOTAS,SUSPENSIÓN * 120ML,SUBSALICILATO DE BISMUTO ,ESPECIALIDADES MEDICAS / ANTIDIARREICO,MILILITROS // SUSPENSIÓN * 120ML,sin iva,Unidades,Unidades,2049,2049,2049
15ICOFG16P2050,BISTOP * 60 ML,2050,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,ICOFARMA S.A,13887.5,11110,,,0,20,7707175803445,MILILITROS,ANTIDIARREICO,MASCOTAS,SUSPENSIÓN * 60ML,SUBSALICILATO DE BISMUTO ,ESPECIALIDADES MEDICAS / ANTIDIARREICO,MILILITROS // SUSPENSIÓN * 60ML,sin iva,Unidades,Unidades,2050,2050,2050
55CANAG26P4003,BOCADITOS CANAMOR * 200GR,4003,UNIDAD,SNACKS,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,5497,4178,,,5,24,55CANAG26P4003,,SNACKS,,,NO APLICA,SNACKS / SNACKS, // ,IVA Ventas 5%,Unidades,Unidades,4003,4003,4003
15ICOFG25P2051,BOLDENOL 50 * 20 ML,2051,UNIDAD,PROMOTORES DE CRECIMIENTO,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG25P2051,MILILITROS,ANABOLICO,GANADERIA,INYECTABLE * 20ML,BOLDENONA 5%,PROMOTORES DE CRECIMIENTO / ANABOLICO,MILILITROS // INYECTABLE * 20ML,sin iva,Unidades,Unidades,2051,2051,2051
15ICOFG25P2052,BOLDENOL 50 * 250 ML,2052,UNIDAD,PROMOTORES DE CRECIMIENTO,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG25P2052,MILILITROS,ANABOLICO,GANADERIA,INYECTABLE * 250ML,BOLDENONA 5%,PROMOTORES DE CRECIMIENTO / ANABOLICO,MILILITROS // INYECTABLE * 250ML,sin iva,Unidades,Unidades,2052,2052,2052
15ICOFG25P2053,BOLDENOL 50 * 50 ML,2053,UNIDAD,PROMOTORES DE CRECIMIENTO,GANADERIA,ICOFARMA S.A,29860,23888,,,0,20,15ICOFG25P2053,MILILITROS,ANABOLICO,GANADERIA,INYECTABLE * 50ML,BOLDENONA 5%,PROMOTORES DE CRECIMIENTO / ANABOLICO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,2053,2053,2053
22SERVG25P1091,BOLDENONA 50 SERVI * 10 ML,1091,UNIDAD,PROMOTORES DE CRECIMIENTO,GANADERIA,LABORATORIOS SERVINSUMOS S.A,9549.382716,7735,,,0,19,7707007402846,MILILITROS,ANABOLICO,GANADERIA,INYECTABLE * 10ML,BOLDENONA 5%,PROMOTORES DE CRECIMIENTO / ANABOLICO,MILILITROS // INYECTABLE * 10ML,sin iva,Unidades,Unidades,1091,1091,1091
22SERVG25P1092,BOLDENONA 50 SERVI * 100 ML,1092,UNIDAD,PROMOTORES DE CRECIMIENTO,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007402822,MILILITROS,ANABOLICO,GANADERIA,INYECTABLE * 100ML,BOLDENONA 5%,PROMOTORES DE CRECIMIENTO / ANABOLICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1092,1092,1092
